Lambda	VIP
61826.199219	0.005848
62148.300781	0.005865
52193.800781	0.005874
61418.300781	0.005907
61562.699219	0.005917
61166.199219	0.006005
61124.000000	0.006067
61623.699219	0.006077
61843.500000	0.006080
52106.398437	0.006144
51834.898437	0.006147
61860.601562	0.006198
6641.279785	0.006285
6968.370117	0.006317
61481.398437	0.006324
6837.239746	0.006378
61733.601562	0.006385
6573.910156	0.006606
51481.398437	0.006630
6832.189941	0.006662
6522.200195	0.006693
61773.699219	0.006717
61457.300781	0.006762
61576.898437	0.006810
6872.229980	0.006816
6568.209961	0.006820
61212.800781	0.006856
51284.199219	0.006943
61097.300781	0.006949
51609.699219	0.006955
6811.839844	0.007048
61679.101562	0.007061
61764.800781	0.007080
61491.101562	0.007084
61674.500000	0.007119
62016.898437	0.007169
5991.500000	0.007215
61821.898437	0.007228
61778.101562	0.007287
6624.609863	0.007356
61349.300781	0.007370
61171.398437	0.007455
6857.319824	0.007488
6842.279785	0.007509
61605.101562	0.007590
61931.898437	0.007640
61354.199219	0.007669
6498.899902	0.007726
6891.910156	0.007750
61795.699219	0.007752
61510.300781	0.007804
51339.300781	0.007830
61150.398437	0.007847
61207.699219	0.007854
61113.398437	0.007866
51349.300781	0.007891
61747.000000	0.007908
6775.689941	0.008015
62167.300781	0.008031
6674.290039	0.008134
61660.800781	0.008147
51619.101562	0.008302
6949.600098	0.008413
6646.819824	0.008475
61808.898437	0.008573
61683.699219	0.008616
62040.500000	0.008746
61155.699219	0.008864
6663.339844	0.008955
52067.800781	0.008991
6982.290039	0.009126
61160.898437	0.009161
51218.000000	0.009215
61383.898437	0.009473
61847.800781	0.009525
51646.898437	0.009676
6733.580078	0.009727
61738.101562	0.009851
61873.398437	0.009905
6977.660156	0.009951
51605.101562	0.009985
51212.800781	0.010119
6847.310059	0.010372
61009.699219	0.010398
51642.300781	0.010484
61877.601562	0.010602
61437.800781	0.010757
61398.699219	0.010893
61462.101562	0.011539
6504.750000	0.011640
61471.800781	0.011766
61393.800781	0.011798
51344.300781	0.011812
6930.600098	0.011979
61466.898437	0.012120
61742.500000	0.012471
52121.699219	0.012801
51800.101562	0.012979
51623.699219	0.013164
5801.580078	0.013164
61755.898437	0.013190
62186.199219	0.013324
5427.859863	0.013573
6679.739746	0.013623
4439.819824	0.013707
61092.000000	0.013845
5806.709961	0.013972
61760.398437	0.014077
6421.859863	0.014220
41984.898437	0.014280
6996.080078	0.014325
52071.699219	0.014404
62163.500000	0.014669
52110.199219	0.014969
51486.300781	0.015508
61118.699219	0.015615
62155.898437	0.015634
6712.200195	0.016203
6887.010254	0.016209
5940.129883	0.016342
6696.029785	0.016507
62178.601562	0.017009
51304.300781	0.017083
51515.101562	0.017428
5906.529785	0.017457
51299.300781	0.018116
61408.500000	0.018170
51279.101562	0.018225
52060.101562	0.018227
5891.910156	0.018592
51795.699219	0.018622
51334.300781	0.018845
5504.750000	0.018911
51233.398437	0.018960
6439.819824	0.019049
5780.899902	0.019245
5832.189941	0.019316
61890.300781	0.019350
6706.819824	0.019475
62197.601562	0.019489
51403.601562	0.019505
51476.601562	0.019730
6445.779785	0.019749
51160.898437	0.019897
6986.899902	0.020836
51223.101562	0.021014
6451.729980	0.021111
5562.500000	0.021521
61423.199219	0.021760
61927.800781	0.021940
51166.199219	0.022258
51408.500000	0.022547
6991.500000	0.022956
51314.300781	0.022991
61432.898437	0.023075
52117.898437	0.023421
6685.180176	0.023867
62190.000000	0.024264
5842.279785	0.024330
51274.101562	0.025168
5679.739746	0.026184
52063.898437	0.026263
61413.398437	0.026463
62174.898437	0.026815
6427.859863	0.027056
51519.898437	0.027358
51764.800781	0.027579
5487.180176	0.027683
51804.500000	0.027698
61014.199219	0.027741
51688.300781	0.028162
6690.609863	0.028762
51760.398437	0.028837
51228.300781	0.028993
52102.500000	0.029056
51243.601562	0.029318
61428.101562	0.029630
61907.000000	0.029663
62159.699219	0.029886
52087.199219	0.029974
61005.199219	0.029988
61915.398437	0.030031
41529.398437	0.030207
5896.799805	0.030277
51637.699219	0.030452
62182.398437	0.030686
51651.500000	0.030878
5481.299805	0.031020
5556.779785	0.031080
6433.850098	0.031088
52133.101562	0.031338
52129.300781	0.031466
51398.699219	0.032052
51269.000000	0.032109
62171.101562	0.032347
52152.101562	0.033804
61894.500000	0.034304
51263.898437	0.034599
62193.800781	0.034638
51773.699219	0.034732
5901.669922	0.034761
51553.199219	0.035422
51791.300781	0.035615
52155.898437	0.035940
5596.569824	0.036193
5949.600098	0.036311
5963.700195	0.036635
5916.200195	0.036643
51118.699219	0.036646
51782.500000	0.036863
51329.300781	0.037275
61923.699219	0.037467
5551.049805	0.037659
61000.601562	0.038313
51786.898437	0.040016
5911.370117	0.040905
51548.500000	0.041279
61919.500000	0.041502
52020.800781	0.041661
5744.189941	0.042488
5493.049805	0.042780
51847.800781	0.042957
51600.398437	0.043010
52148.300781	0.043072
5862.299805	0.043352
5996.080078	0.043478
51510.300781	0.043492
51692.800781	0.043509
52136.898437	0.044276
61902.898437	0.044374
51491.101562	0.044425
51558.000000	0.044509
61102.699219	0.044798
61898.699219	0.045201
52083.300781	0.045214
5602.200195	0.045642
5816.939941	0.045920
51628.398437	0.046034
51769.300781	0.046103
51207.699219	0.046403
51374.000000	0.046596
5930.600098	0.046836
51711.000000	0.046849
51354.199219	0.047150
52144.500000	0.047407
51733.601562	0.047723
52075.601562	0.047792
52040.500000	0.047798
52174.898437	0.048047
51319.398437	0.048831
5827.120117	0.049015
51808.898437	0.049206
51679.101562	0.049519
51379.000000	0.049922
5738.890137	0.050500
51821.898437	0.050952
51927.800781	0.051987
5568.209961	0.052509
5498.899902	0.052848
51324.398437	0.052961
51586.300781	0.053216
51524.699219	0.053368
51471.800781	0.053521
5749.470215	0.053718
52024.800781	0.053816
51656.199219	0.054133
51633.000000	0.054221
5516.399902	0.054335
5921.010254	0.054773
5469.510254	0.054790
51171.398437	0.054927
51724.601562	0.055344
51720.000000	0.055820
51258.898437	0.056733
51715.500000	0.056795
52091.000000	0.057079
5959.010254	0.057705
5457.669922	0.057875
61108.101562	0.058411
51543.699219	0.059029
51706.500000	0.059546
51369.101562	0.059679
5775.689941	0.061181
51124.000000	0.061263
51155.699219	0.061485
5867.270020	0.062315
51428.101562	0.062579
5533.779785	0.063023
52036.601562	0.064011
51591.000000	0.064466
51248.699219	0.064499
51595.699219	0.064621
51742.500000	0.064950
5968.370117	0.065505
51697.398437	0.065531
5822.040039	0.065809
51729.101562	0.065898
5590.919922	0.065990
51202.500000	0.066570
5674.290039	0.067000
52032.699219	0.067648
31697.400391	0.068918
52098.699219	0.069034
51581.601562	0.069762
51701.898437	0.069821
52094.898437	0.070144
5630.180176	0.070317
51359.199219	0.071291
5607.819824	0.071752
61086.601562	0.072381
51253.800781	0.073163
5539.549805	0.073777
51495.898437	0.073878
5754.739746	0.074461
51529.398437	0.074921
52178.601562	0.075244
51660.800781	0.075524
51364.101562	0.075578
52028.699219	0.075584
51964.699219	0.075758
51129.300781	0.076300
5847.310059	0.076688
5954.310059	0.076781
52079.398437	0.076802
31145.199219	0.076879
5685.180176	0.076888
51197.398437	0.077330
5635.739746	0.077580
5573.910156	0.078395
51956.601562	0.079297
5545.310059	0.079675
51813.199219	0.080154
5522.200195	0.080172
51562.699219	0.080398
51972.800781	0.080821
51960.601562	0.080905
52016.898437	0.081096
51539.000000	0.081135
51505.500000	0.081408
51674.500000	0.082303
51176.601562	0.083138
5760.000000	0.084280
51113.398437	0.084499
5510.580078	0.084698
51968.800781	0.085220
52140.699219	0.085626
42171.101562	0.086401
51432.898437	0.086507
5733.580078	0.086624
61081.199219	0.086893
51852.101562	0.087086
51952.500000	0.087222
51817.601562	0.087917
51534.199219	0.088563
31760.400391	0.088763
5463.600098	0.088978
5770.470215	0.089914
5451.729980	0.089931
51500.699219	0.090769
51898.699219	0.091022
51134.601562	0.091027
51139.898437	0.091051
5973.020020	0.091061
5475.410156	0.091421
5925.810059	0.091527
5624.609863	0.091690
51665.398437	0.091920
5857.319824	0.094051
5887.010254	0.094320
51976.800781	0.094801
51383.898437	0.094872
51670.000000	0.095145
5668.819824	0.095669
51984.898437	0.095862
51856.398437	0.096145
5765.239746	0.096221
51466.898437	0.096461
52182.398437	0.096835
51393.800781	0.097477
51150.398437	0.098253
5641.279785	0.098911
5528.000000	0.099175
51980.898437	0.099473
51988.898437	0.099702
5872.229980	0.100326
5585.260254	0.100668
32008.900391	0.101183
51576.898437	0.101223
5433.850098	0.101350
31778.099609	0.101943
51923.699219	0.102209
51755.898437	0.102241
51145.199219	0.102397
5977.660156	0.102451
51181.800781	0.102730
5579.589844	0.103539
51192.199219	0.104762
52012.898437	0.105469
31656.199219	0.106730
5613.430176	0.106740
51948.398437	0.107471
51931.898437	0.109138
52159.699219	0.114564
51944.300781	0.114681
51992.898437	0.115283
51567.398437	0.115630
51940.199219	0.116669
52008.898437	0.116734
51894.500000	0.118329
51108.101562	0.118581
5852.319824	0.119548
51187.000000	0.120706
5619.029785	0.121200
51572.101562	0.122392
51936.101562	0.125432
5728.250000	0.126904
51996.898437	0.127422
51388.800781	0.130159
41145.199219	0.130168
31782.500000	0.132578
3968.370117	0.133272
5722.919922	0.134539
51747.000000	0.134778
51000.601562	0.139625
51860.601562	0.140575
51081.199219	0.142515
31873.400391	0.143498
5646.819824	0.144877
4925.810059	0.145108
51462.101562	0.145890
52000.898437	0.146432
31738.099609	0.146664
52004.898437	0.147208
5717.560059	0.148380
5663.339844	0.148908
5421.859863	0.148937
31701.900391	0.149089
5877.169922	0.149803
5415.859863	0.150855
52197.601562	0.154224
51751.500000	0.156047
31388.800781	0.156209
51413.398437	0.161339
5882.100098	0.162776
51869.101562	0.166835
51864.898437	0.167686
5657.839844	0.171284
5986.899902	0.174440
51447.500000	0.177092
4590.919922	0.177414
51437.800781	0.180129
52201.398437	0.181753
31881.900391	0.182851
5652.339844	0.183178
51457.300781	0.184094
51442.699219	0.188981
51873.398437	0.193821
51452.398437	0.194887
52171.101562	0.199515
4585.260254	0.200739
5982.290039	0.207390
41388.800781	0.207854
52190.000000	0.210455
51423.199219	0.214160
5712.200195	0.215379
5690.609863	0.216821
32004.900391	0.219535
52186.199219	0.229473
51877.601562	0.237497
31383.900391	0.247759
4717.560059	0.250512
31886.099609	0.250723
51890.300781	0.259226
52163.500000	0.260045
52167.300781	0.261923
51418.300781	0.266772
5439.819824	0.274188
5445.779785	0.277662
51881.898437	0.282664
41187.000000	0.285247
4921.010254	0.305015
31706.500000	0.307153
41139.898437	0.310484
51886.101562	0.311726
31764.800781	0.316729
41181.800781	0.318006
5706.819824	0.319082
31791.300781	0.326828
51902.898437	0.334888
51919.500000	0.335314
3977.659912	0.338195
41457.300781	0.343663
41524.699219	0.343828
5696.029785	0.348156
51005.199219	0.351278
31692.800781	0.357319
31786.900391	0.362238
31877.599609	0.367809
31711.000000	0.372804
31393.800781	0.385402
31139.900391	0.386254
32163.500000	0.391394
4916.200195	0.392110
5701.430176	0.399612
42178.601562	0.405654
41393.800781	0.407679
51086.601562	0.413873
31769.300781	0.418957
41911.199219	0.429666
51009.699219	0.431168
41534.199219	0.437124
32016.900391	0.442855
31773.699219	0.443057
4596.569824	0.444468
51014.199219	0.456854
31471.800781	0.465537
31688.300781	0.466368
32000.900391	0.467371
41988.898437	0.472639
3991.500000	0.483260
4415.859863	0.484201
41980.898437	0.486359
41519.898437	0.486780
51102.699219	0.492983
31481.400391	0.501591
31795.699219	0.514020
4602.200195	0.534516
51915.398437	0.539627
51097.300781	0.542981
41877.601562	0.545570
3690.610107	0.547118
51907.000000	0.549155
31155.699219	0.558276
4949.600098	0.564106
32186.199219	0.574953
42186.199219	0.577640
31751.500000	0.578158
31150.400391	0.580658
41408.500000	0.585860
4930.600098	0.591712
51092.000000	0.593992
4935.370117	0.602203
4940.129883	0.602608
41515.101562	0.607279
41873.398437	0.619894
31683.699219	0.620926
42182.398437	0.623591
51911.199219	0.628206
31869.099609	0.629653
31651.500000	0.630187
4712.200195	0.631030
42167.300781	0.646128
31462.099609	0.659006
3696.030029	0.663591
41452.398437	0.666597
41510.300781	0.681844
31733.599609	0.683269
4911.370117	0.702959
31510.300781	0.707617
31476.599609	0.710729
41403.601562	0.712620
31742.500000	0.719204
31856.400391	0.729004
4944.870117	0.741718
41150.398437	0.748173
31720.000000	0.770034
31747.000000	0.772907
41176.601562	0.781714
41398.699219	0.785417
41134.601562	0.793541
32012.900391	0.812703
4579.589844	0.818028
4906.529785	0.819839
31800.099609	0.822135
31864.900391	0.832926
31715.500000	0.852083
41192.199219	0.856131
4722.919922	0.858308
31515.099609	0.859135
4901.669922	0.868828
4607.819824	0.894176
31466.900391	0.901683
41383.898437	0.902965
41413.398437	0.912251
41539.000000	0.924245
31134.599609	0.925774
31646.900391	0.947568
31457.300781	0.953992
31860.599609	0.959406
41992.898437	0.972391
41108.101562	0.978795
31665.400391	1.002399
31660.800781	1.010324
31160.900391	1.010690
4427.859863	1.015452
4421.859863	1.022532
41976.800781	1.025144
31452.400391	1.040522
31505.500000	1.042910
31519.900391	1.044147
41505.500000	1.067697
31729.099609	1.070164
31491.099609	1.075243
4954.310059	1.081496
3973.020020	1.096012
31500.699219	1.108676
41155.699219	1.117607
31486.300781	1.125061
41379.000000	1.144769
4896.799805	1.145707
42201.398437	1.152132
31674.500000	1.152377
3701.429932	1.152407
41171.398437	1.162645
31679.099609	1.163335
31642.300781	1.173087
41462.101562	1.175002
4891.910156	1.179124
4433.850098	1.191379
31670.000000	1.206634
31548.500000	1.221298
41129.300781	1.228210
4573.910156	1.228815
32020.800781	1.239672
4613.430176	1.248706
31543.699219	1.248715
41543.699219	1.253493
31724.599609	1.275748
3498.899902	1.280781
31804.500000	1.281614
31529.400391	1.286212
31166.199219	1.287064
31495.900391	1.308881
31539.000000	1.314593
31398.699219	1.328761
41166.199219	1.329705
41197.398437	1.343729
4959.010254	1.350248
31996.900391	1.350435
4887.010254	1.351231
31524.699219	1.365021
42174.898437	1.366094
41160.898437	1.367893
41869.101562	1.393110
41374.000000	1.393681
3481.300049	1.400368
31534.199219	1.411580
41972.800781	1.440270
41500.699219	1.453142
31129.300781	1.474236
32155.900391	1.487677
41548.500000	1.504071
31553.199219	1.523049
41124.000000	1.537294
4445.779785	1.537865
31821.900391	1.547732
31447.500000	1.568335
4728.250000	1.576285
31847.800781	1.579407
41447.500000	1.588430
41369.101562	1.589613
4568.209961	1.592295
31379.000000	1.600703
41996.898437	1.627340
41202.500000	1.656251
41553.199219	1.661821
4963.700195	1.667995
31637.699219	1.670068
3475.409912	1.683014
4968.370117	1.698437
41238.500000	1.749113
4562.500000	1.749726
31623.699219	1.764737
41233.398437	1.771904
31992.900391	1.778457
3451.729980	1.782635
4556.779785	1.788103
41881.898437	1.791579
31852.099609	1.796571
41118.699219	1.810004
41466.898437	1.816430
31124.000000	1.826174
32024.800781	1.826772
31813.199219	1.838130
41243.601562	1.839647
41558.000000	1.853009
41968.800781	1.860997
4706.819824	1.887874
41228.300781	1.902872
3959.010010	1.912603
31558.000000	1.913102
41113.398437	1.924386
31633.000000	1.928974
31808.900391	1.930929
31890.300781	1.946749
3493.050049	1.953946
41495.898437	1.956256
32171.099609	1.957762
4619.029785	1.962945
3510.580078	1.977751
41364.101562	1.994364
3982.290039	1.999874
32032.699219	2.007047
41207.699219	2.011548
4551.049805	2.024466
41248.699219	2.043279
3963.699951	2.046804
41223.101562	2.060309
32028.699219	2.072693
31628.400391	2.086229
41218.000000	2.109984
41562.699219	2.115300
4882.100098	2.117129
4733.580078	2.140581
41212.800781	2.151449
41471.800781	2.157831
41418.300781	2.170377
4545.310059	2.174334
31171.400391	2.187153
31817.599609	2.201041
3706.820068	2.201726
41491.101562	2.204334
3433.850098	2.215395
3949.600098	2.223680
42000.898437	2.253732
31834.900391	2.259156
41864.898437	2.264232
41964.699219	2.283984
31839.199219	2.285243
4973.020020	2.305816
31442.699219	2.317946
41359.199219	2.340409
31118.699219	2.347730
41476.601562	2.347947
41683.699219	2.355020
41481.398437	2.358415
31826.199219	2.364134
3487.179932	2.384198
31374.000000	2.391387
41486.300781	2.400673
32044.400391	2.408080
31567.400391	2.416750
3986.899902	2.431484
4738.890137	2.434595
41442.699219	2.443446
31619.099609	2.446074
3996.080078	2.448540
31113.400391	2.449278
31843.500000	2.451019
4457.669922	2.451742
41688.300781	2.469630
41253.800781	2.472435
4624.609863	2.476580
32159.699219	2.495796
31562.699219	2.500583
41679.101562	2.512307
42163.500000	2.516098
4977.660156	2.591541
31614.400391	2.599985
32040.500000	2.631134
41960.601562	2.638847
41692.800781	2.645161
32036.599609	2.645309
31830.599609	2.645478
4744.189941	2.655815
31572.099609	2.657135
31576.900391	2.673411
41567.398437	2.677824
31176.599609	2.691341
41339.300781	2.696224
31988.900391	2.700454
42193.800781	2.704259
3463.600098	2.714670
3712.199951	2.716083
3457.669922	2.728421
41354.199219	2.730463
41907.000000	2.732003
41334.300781	2.749724
3685.179932	2.751304
4451.729980	2.754361
32087.199219	2.766936
41258.898437	2.772766
41344.300781	2.802849
32178.599609	2.809928
41349.300781	2.814958
3469.510010	2.816136
4539.549805	2.817176
32091.000000	2.826670
31605.099609	2.828292
41674.500000	2.828600
4749.470215	2.870094
41329.300781	2.870816
4630.180176	2.872339
42190.000000	2.903997
42152.101562	2.906132
32052.300781	2.909630
4533.779785	2.913101
41800.101562	2.926121
41697.398437	2.940265
41795.699219	2.941768
42197.601562	2.975269
4877.169922	2.984106
41760.398437	3.001866
31437.800781	3.012188
31581.599609	3.016375
3421.860107	3.022741
41263.898437	3.030550
41764.800781	3.042854
31181.800781	3.051056
31364.099609	3.060434
41860.601562	3.069764
41804.500000	3.070993
31369.099609	3.071905
31595.699219	3.089056
41956.601562	3.097296
31403.599609	3.097356
42004.898437	3.107284
41102.699219	3.108026
41791.300781	3.114620
41269.000000	3.119298
31984.900391	3.122481
31600.400391	3.128928
41324.398437	3.132354
4635.739746	3.176795
32071.699219	3.185953
4754.739746	3.187985
31586.300781	3.214136
32106.400391	3.217347
32048.400391	3.222294
41808.898437	3.225864
32079.400391	3.229486
3954.310059	3.241885
31102.699219	3.246446
42159.699219	3.253755
3940.129883	3.262108
32094.900391	3.277116
31108.099609	3.278860
41572.101562	3.283320
41701.898437	3.291078
41786.898437	3.298799
41769.300781	3.305491
4982.290039	3.309828
41670.000000	3.315241
31609.699219	3.328527
41755.898437	3.332841
31354.199219	3.335484
31097.300781	3.336071
42148.300781	3.339002
42144.500000	3.340383
41274.101562	3.344318
4463.600098	3.345171
4469.510254	3.347334
41886.101562	3.359057
31591.000000	3.364271
41279.101562	3.368137
3522.199951	3.401483
41319.398437	3.422834
3921.010010	3.426775
41952.500000	3.433844
4528.000000	3.436305
31086.599609	3.451545
41437.800781	3.463838
41289.199219	3.474742
41294.300781	3.501589
41299.300781	3.505135
41284.199219	3.515411
41782.500000	3.519159
41773.699219	3.525223
41915.398437	3.555080
41423.199219	3.581043
41813.199219	3.583426
4760.000000	3.589882
32193.800781	3.592224
4872.229980	3.607017
3717.560059	3.618323
32075.599609	3.628640
32063.900391	3.630162
3504.750000	3.633454
41314.300781	3.640100
31187.000000	3.640982
41706.500000	3.641157
31092.000000	3.642698
31359.199219	3.644027
41778.101562	3.652799
3516.399902	3.653040
42155.898437	3.655849
32098.699219	3.665064
41309.300781	3.666781
4641.279785	3.667279
41856.398437	3.667534
41304.300781	3.693557
3533.780029	3.704690
3944.870117	3.720474
42008.898437	3.735416
32060.099609	3.757650
3935.370117	3.761263
32136.900391	3.761570
41665.398437	3.770067
4701.430176	3.800758
31192.199219	3.811964
32056.199219	3.831409
42140.699219	3.836207
3925.810059	3.869159
41711.000000	3.883625
41576.898437	3.898365
4522.200195	3.918883
4475.410156	3.926170
32067.800781	3.929843
32182.400391	3.939809
3539.550049	3.963190
3528.000000	3.964955
31432.900391	3.979512
32148.300781	3.982682
32133.099609	3.982983
41948.398437	3.986671
4867.270020	3.990969
3545.310059	3.992760
3551.050049	3.994453
3911.370117	3.995287
31894.500000	4.014568
32167.300781	4.017553
31976.800781	4.020184
4765.239746	4.029747
31081.199219	4.031137
31980.900391	4.031919
41751.500000	4.036007
41817.601562	4.036615
32102.500000	4.063203
41852.101562	4.075110
3916.199951	4.079503
3439.820068	4.084064
31207.699219	4.116015
32083.300781	4.129196
41715.500000	4.134403
32114.000000	4.141844
3728.250000	4.144551
4646.819824	4.145548
31349.300781	4.189794
32201.400391	4.204752
4862.299805	4.207978
42136.898437	4.217137
3556.780029	4.219990
4487.180176	4.221327
32140.699219	4.223386
41432.898437	4.230992
4516.399902	4.234898
31212.800781	4.236565
41660.800781	4.239946
31197.400391	4.250556
4481.299805	4.252141
3722.919922	4.263311
32117.900391	4.264121
42133.101562	4.270411
31223.099609	4.285522
42012.898437	4.289841
41581.601562	4.307496
41428.101562	4.335608
32125.500000	4.340203
31228.300781	4.370298
31202.500000	4.392787
3445.780029	4.392945
31344.300781	4.406123
4857.319824	4.418717
3930.600098	4.431281
4510.580078	4.444925
41720.000000	4.464274
32121.699219	4.468765
3733.580078	4.476508
41821.898437	4.481878
41830.601562	4.510348
31218.000000	4.511101
41656.199219	4.517658
41944.300781	4.520610
41843.500000	4.523897
42129.300781	4.528437
3562.500000	4.528649
4493.049805	4.530540
41834.898437	4.532023
41826.199219	4.543427
4770.470215	4.550076
31233.400391	4.571354
42125.500000	4.575821
3906.530029	4.576905
41847.800781	4.582308
41839.199219	4.583973
42121.699219	4.584497
41586.300781	4.594364
41000.601562	4.607974
42106.398437	4.652989
4498.899902	4.655478
31428.099609	4.662496
31972.800781	4.675357
41724.601562	4.677985
4986.899902	4.682663
42110.199219	4.685843
42117.898437	4.720648
42102.500000	4.737266
4996.080078	4.740081
41651.500000	4.776128
42114.000000	4.784246
42016.898437	4.802849
3573.909912	4.812004
41646.898437	4.819545
41591.000000	4.837255
32110.199219	4.864737
41747.000000	4.866118
31005.199219	4.897352
41642.300781	4.898676
41890.300781	4.916051
41637.699219	4.917628
32129.300781	4.940864
31329.300781	4.945665
3585.260010	4.947578
