Lambda	VIP
51086.601562	0.049837
51670.000000	0.050112
52091.000000	0.051266
51881.898437	0.051813
5579.589844	0.052978
51720.000000	0.053254
51319.398437	0.054646
52106.398437	0.055435
51952.500000	0.055764
51656.199219	0.055768
52071.699219	0.055959
5679.739746	0.055995
5847.310059	0.056204
52098.699219	0.056245
51860.601562	0.056385
51660.800781	0.056501
31586.300781	0.056522
51742.500000	0.056869
52117.898437	0.056936
51755.898437	0.057131
5573.910156	0.057350
51428.101562	0.057785
5646.819824	0.057923
51118.699219	0.058052
5852.319824	0.058876
52155.898437	0.059130
51471.800781	0.059388
5568.209961	0.059877
52087.199219	0.060305
52133.101562	0.060593
41715.500000	0.060811
5498.899902	0.061820
52110.199219	0.062295
5986.899902	0.062705
51864.898437	0.062713
5445.779785	0.062868
51729.101562	0.063440
5891.910156	0.063710
52114.000000	0.063990
5733.580078	0.065429
5896.799805	0.066596
5842.279785	0.066704
5832.189941	0.067496
5641.279785	0.069399
5887.010254	0.069715
41665.398437	0.069908
51724.601562	0.070628
51014.199219	0.071127
5457.669922	0.071316
5602.200195	0.074374
52136.898437	0.075763
51354.199219	0.076830
52083.300781	0.078564
5877.169922	0.078685
41755.898437	0.079609
52140.699219	0.079623
51747.000000	0.080377
51751.500000	0.081219
5882.100098	0.081881
51894.500000	0.084091
4925.810059	0.084254
4982.290039	0.084328
52075.601562	0.087890
5487.180176	0.088131
5585.260254	0.088764
5493.049805	0.090394
51886.101562	0.090457
51000.601562	0.091873
5872.229980	0.093343
52079.398437	0.096709
4415.859863	0.097500
5982.290039	0.098158
51948.398437	0.098878
5867.270020	0.100581
5696.029785	0.100927
51379.000000	0.101635
5996.080078	0.101960
51374.000000	0.102552
5837.239746	0.102611
52197.601562	0.102944
52174.898437	0.103807
31733.599609	0.103950
4652.339844	0.104392
51005.199219	0.104816
5451.729980	0.107811
3585.260010	0.108481
4690.609863	0.108801
41711.000000	0.109362
51359.199219	0.110314
4959.010254	0.110492
4940.129883	0.110551
31581.599609	0.112339
5728.250000	0.113248
32067.800781	0.114535
51466.898437	0.116377
51890.300781	0.118060
4963.700195	0.123243
31369.099609	0.125181
51369.101562	0.127362
42159.699219	0.128130
51081.199219	0.128496
4421.859863	0.130644
51108.101562	0.130946
31576.900391	0.133392
5596.569824	0.134299
51364.101562	0.134588
5590.919922	0.137607
52159.699219	0.138008
4921.010254	0.138461
5722.919922	0.140080
51923.699219	0.141271
4685.180176	0.144019
4590.919922	0.145455
41706.500000	0.145640
51403.601562	0.147022
52171.101562	0.151360
51432.898437	0.152605
51944.300781	0.153026
5717.560059	0.153577
5701.430176	0.153784
41778.101562	0.155719
4935.370117	0.157188
52167.300781	0.161170
41782.500000	0.163400
52178.601562	0.163553
51383.898437	0.165427
51902.898437	0.166755
41670.000000	0.166984
5712.200195	0.169363
5706.819824	0.172085
31729.099609	0.173375
52163.500000	0.178868
41773.699219	0.180064
51462.101562	0.182762
4916.200195	0.185468
51092.000000	0.187037
51408.500000	0.191567
4954.310059	0.192055
52193.800781	0.195322
51398.699219	0.195698
31595.699219	0.199400
4451.729980	0.199459
51940.199219	0.206907
4657.839844	0.209714
52182.398437	0.210962
51915.398437	0.211587
4679.739746	0.229097
4901.669922	0.232547
31591.000000	0.235104
4977.660156	0.235699
51388.800781	0.239048
51457.300781	0.240038
51927.800781	0.243760
41786.898437	0.244167
41769.300781	0.245917
51393.800781	0.247850
4696.029785	0.248060
31931.900391	0.250539
4996.080078	0.250665
51936.101562	0.252847
51423.199219	0.265193
41751.500000	0.266907
51097.300781	0.267929
3706.820068	0.269579
51931.898437	0.270000
51437.800781	0.272934
51907.000000	0.274839
41701.898437	0.276439
51452.398437	0.277642
41764.800781	0.279032
52190.000000	0.279847
4427.859863	0.281221
3842.280029	0.281819
52186.199219	0.282419
51102.699219	0.288132
41364.101562	0.291249
51447.500000	0.293404
3837.239990	0.299923
51442.699219	0.299929
41720.000000	0.301258
51911.199219	0.303964
41760.398437	0.304360
32063.900391	0.316101
51413.398437	0.317013
41097.300781	0.324563
3590.919922	0.327736
31778.099609	0.331127
41660.800781	0.335395
41927.800781	0.336974
4930.600098	0.337751
4949.600098	0.347694
4911.370117	0.348264
4646.819824	0.351228
4663.339844	0.359957
31364.099609	0.360318
41791.300781	0.360434
41359.199219	0.361206
4968.370117	0.367038
51418.300781	0.373050
31724.599609	0.378815
31773.699219	0.382116
31711.000000	0.383486
4674.290039	0.413663
31764.800781	0.413687
31760.400391	0.415374
32060.099609	0.417638
41674.500000	0.419572
41795.699219	0.422243
4439.819824	0.423506
31769.300781	0.439142
41697.398437	0.442456
4906.529785	0.442464
31869.099609	0.451994
41915.398437	0.452935
31881.900391	0.455762
4585.260254	0.461220
41000.601562	0.466882
3701.429932	0.468724
42152.101562	0.473692
4445.779785	0.475130
31873.400391	0.479240
42155.898437	0.487267
4668.819824	0.498153
4433.850098	0.500050
3613.429932	0.501381
31890.300781	0.516901
31877.599609	0.529150
41692.800781	0.532255
31782.500000	0.536244
4973.020020	0.538972
4991.500000	0.551510
31791.300781	0.569463
41679.101562	0.577870
31742.500000	0.583693
3827.120117	0.584119
41724.601562	0.584900
4457.669922	0.592164
4896.799805	0.604075
41800.101562	0.604369
41688.300781	0.619198
31600.400391	0.619246
3832.189941	0.620068
41656.199219	0.623058
31786.900391	0.623263
31572.099609	0.624554
31738.099609	0.632358
31936.099609	0.635785
3415.860107	0.661791
41005.199219	0.685670
42148.300781	0.687504
41683.699219	0.688840
3596.570068	0.689545
4641.279785	0.696546
31755.900391	0.703213
41747.000000	0.723135
4986.899902	0.735285
4579.589844	0.738118
31747.000000	0.742699
31619.099609	0.745249
3822.040039	0.748493
4481.299805	0.749339
31751.500000	0.775725
41923.699219	0.784333
32052.300781	0.786636
31609.699219	0.797885
3602.199951	0.804211
41804.500000	0.804457
31633.000000	0.806216
31940.199219	0.814596
41354.199219	0.824682
32071.699219	0.825648
31628.400391	0.831391
31944.300781	0.852281
31605.099609	0.854829
31567.400391	0.855816
42144.500000	0.857745
4475.410156	0.862065
4469.510254	0.867707
31637.699219	0.868146
31614.400391	0.868669
41821.898437	0.877160
42163.500000	0.881431
31972.800781	0.882373
41651.500000	0.888791
4891.910156	0.891389
31808.900391	0.903694
31960.599609	0.904888
4701.430176	0.905622
32056.199219	0.907015
31562.699219	0.908972
3712.199951	0.909085
4596.569824	0.913219
4463.600098	0.916224
41014.199219	0.918509
3816.939941	0.927579
31968.800781	0.932054
31927.800781	0.934280
31623.699219	0.935760
41808.898437	0.937977
3749.469971	0.944829
41826.199219	0.945197
3427.860107	0.948585
41102.699219	0.955785
31830.599609	0.965303
31817.599609	0.966784
31558.000000	0.969618
41813.199219	0.975220
31374.000000	0.975431
31800.099609	0.983016
3439.820068	0.985658
41369.101562	0.992907
4573.910156	0.993437
31804.500000	0.996772
41847.800781	1.005997
41729.101562	1.006453
3607.820068	1.008828
3754.739990	1.012299
3847.310059	1.012732
41637.699219	1.014971
31359.199219	1.015323
41817.601562	1.016855
41633.000000	1.017619
31980.900391	1.021616
41646.898437	1.025473
41628.398437	1.026196
31706.500000	1.031085
41911.199219	1.034279
4635.739746	1.043028
41623.699219	1.044769
31795.699219	1.052656
31984.900391	1.054117
41843.500000	1.063217
3852.320068	1.066944
3619.030029	1.068294
41742.500000	1.068590
41830.601562	1.070126
41642.300781	1.071329
31948.400391	1.078196
41919.500000	1.083271
31956.599609	1.089424
31813.199219	1.092681
41839.199219	1.097850
3579.590088	1.098727
41852.101562	1.112162
41834.898437	1.112801
32048.400391	1.114089
3696.030029	1.117001
3421.860107	1.118498
4487.180176	1.131017
41349.300781	1.134095
4630.180176	1.134703
32075.599609	1.138581
4624.609863	1.138833
41619.101562	1.140411
31964.699219	1.146875
31839.199219	1.153155
4619.029785	1.158655
31834.900391	1.162016
42140.699219	1.167922
3717.560059	1.177429
31952.500000	1.185187
32044.400391	1.192468
31697.400391	1.208544
31976.800781	1.218524
32079.400391	1.220571
3760.000000	1.220854
41733.601562	1.226211
31988.900391	1.230557
4887.010254	1.246197
31826.199219	1.260981
3744.189941	1.270389
31642.300781	1.271853
41614.398437	1.285441
32083.300781	1.288378
41738.101562	1.292871
3457.669922	1.293831
3765.239990	1.298169
4568.209961	1.309409
31996.900391	1.311173
41344.300781	1.323520
41856.398437	1.324049
31847.800781	1.354395
31553.199219	1.361075
31701.900391	1.375291
3728.250000	1.379120
3801.580078	1.391398
3733.580078	1.392214
31864.900391	1.401988
31860.599609	1.405718
4613.430176	1.415045
3463.600098	1.420688
31843.500000	1.433209
41609.699219	1.444260
31821.900391	1.444269
31692.800781	1.473986
31992.900391	1.478659
32036.599609	1.486342
4602.200195	1.493510
41009.699219	1.503096
41339.300781	1.504653
3770.469971	1.529705
3722.919922	1.533791
3433.850098	1.535282
31923.699219	1.560055
31548.500000	1.560883
41374.000000	1.566300
31646.900391	1.569045
4882.100098	1.580130
32000.900391	1.582138
4562.500000	1.583055
3857.320068	1.590932
41334.300781	1.596693
41860.601562	1.602184
32004.900391	1.603517
31852.099609	1.604440
41605.101562	1.609102
3738.889893	1.614266
32087.199219	1.624068
41600.398437	1.624772
3573.909912	1.631551
3690.610107	1.635616
4493.049805	1.636117
41595.699219	1.638657
31354.199219	1.642054
41931.898437	1.649550
42136.898437	1.651780
4607.819824	1.657705
32040.500000	1.664856
32032.699219	1.678082
31856.400391	1.685756
31683.699219	1.686602
32028.699219	1.694846
4539.549805	1.701415
32016.900391	1.704870
32094.900391	1.708667
41092.000000	1.713367
4545.310059	1.718728
32012.900391	1.720570
3624.610107	1.722516
31651.500000	1.731339
3652.340088	1.745915
4551.049805	1.747814
41591.000000	1.765048
4706.819824	1.769210
4556.779785	1.776503
3811.840088	1.785696
41329.300781	1.790777
31688.300781	1.807190
41243.601562	1.822571
41233.398437	1.825902
41238.500000	1.838777
3451.729980	1.840313
31656.199219	1.843437
32024.800781	1.846570
31894.500000	1.869301
41864.898437	1.885263
41586.300781	1.890762
4533.779785	1.897581
3562.500000	1.899678
42167.300781	1.916820
3630.179932	1.935110
42133.101562	1.936957
32008.900391	1.945960
41228.300781	1.946111
3780.899902	1.946692
31674.500000	1.964670
3775.689941	1.970654
32020.800781	1.973881
41324.398437	1.974037
41248.699219	1.984143
3806.709961	1.985927
41581.601562	1.988509
3469.510010	1.993484
41379.000000	2.009542
4498.899902	2.026326
31660.800781	2.029046
31679.099609	2.031537
3796.429932	2.032794
31014.199219	2.038008
4877.169922	2.052642
41176.601562	2.061988
31539.000000	2.063827
41171.398437	2.083900
41223.101562	2.086933
41572.101562	2.095105
3791.260010	2.096468
3568.209961	2.096589
41576.898437	2.099648
4528.000000	2.113703
31543.699219	2.120907
41181.800781	2.145113
3556.780029	2.155186
32091.000000	2.158146
41253.800781	2.200332
41086.601562	2.202336
41869.101562	2.214217
41081.199219	2.215027
3862.300049	2.223923
41567.398437	2.237858
31670.000000	2.247475
4504.750000	2.252720
42129.300781	2.256407
3641.280029	2.263865
41113.398437	2.264606
41166.199219	2.265936
41319.398437	2.267948
31665.400391	2.276354
4522.200195	2.317334
41187.000000	2.321724
3657.840088	2.333543
41218.000000	2.341108
41873.398437	2.347100
3685.179932	2.348771
32102.500000	2.357066
3481.300049	2.360551
4872.229980	2.364817
3522.199951	2.364929
41877.601562	2.370447
41562.699219	2.385034
42125.500000	2.400489
4510.580078	2.416045
41258.898437	2.417561
31349.300781	2.433267
3786.090088	2.433314
41279.101562	2.443114
41192.199219	2.456879
3551.050049	2.470129
32098.699219	2.478058
41274.101562	2.478218
41284.199219	2.479776
41160.898437	2.487556
41881.898437	2.491687
4516.399902	2.491761
42171.101562	2.495063
3663.340088	2.525440
41269.000000	2.531359
41314.300781	2.536489
41263.898437	2.545674
41289.199219	2.554544
41108.101562	2.561696
41212.800781	2.568354
42121.699219	2.578616
41383.898437	2.580017
41907.000000	2.581035
31534.199219	2.587962
3872.229980	2.607638
41558.000000	2.611416
4712.200195	2.614452
3475.409912	2.616853
41197.398437	2.641335
41294.300781	2.656807
3646.820068	2.662796
41118.699219	2.671525
3533.780029	2.680299
31529.400391	2.696630
41155.699219	2.706561
41202.500000	2.716859
3668.820068	2.721957
3635.739990	2.723474
41299.300781	2.726553
3516.399902	2.730165
3528.000000	2.731186
41553.199219	2.731488
41309.300781	2.735366
42117.898437	2.748035
3510.580078	2.761062
3445.780029	2.769008
41304.300781	2.773599
41207.699219	2.774951
31919.500000	2.780231
31379.000000	2.801284
3679.739990	2.812280
41150.398437	2.837808
3545.310059	2.841035
41124.000000	2.847251
41145.199219	2.863668
41134.601562	2.883007
41886.101562	2.884449
41139.898437	2.894322
41548.500000	2.898575
32110.199219	2.905005
41129.300781	2.909156
3493.050049	2.930562
31086.599609	2.937736
41543.699219	2.966391
4867.270020	2.994332
3539.550049	3.010709
41936.101562	3.047677
3674.290039	3.066460
31081.199219	3.078268
41539.000000	3.080456
41534.199219	3.082614
31344.300781	3.084529
31524.699219	3.101906
3867.270020	3.118566
3504.750000	3.122881
3487.179932	3.131513
42114.000000	3.149440
31519.900391	3.183277
3498.899902	3.191732
41529.398437	3.219261
41524.699219	3.273990
3959.010010	3.297962
31092.000000	3.357777
4862.299805	3.370368
32117.900391	3.378359
42110.199219	3.388318
41890.300781	3.404233
41519.898437	3.415286
31898.699219	3.420537
41505.500000	3.420701
41515.101562	3.429374
4717.560059	3.445262
42174.898437	3.449413
4857.319824	3.450382
41510.300781	3.494400
32114.000000	3.502859
31515.099609	3.503078
31339.300781	3.505157
41500.699219	3.513423
41495.898437	3.521662
42178.601562	3.522840
3901.669922	3.540339
32106.400391	3.594062
3877.169922	3.630160
41491.101562	3.632466
41486.300781	3.646924
41388.800781	3.655219
4852.319824	3.681964
32121.699219	3.696531
41476.601562	3.715005
31510.300781	3.716291
41481.398437	3.733668
3896.800049	3.736433
31915.400391	3.769713
42106.398437	3.774226
31005.199219	3.774592
41902.898437	3.782019
31207.699219	3.792623
31097.300781	3.841053
3916.199951	3.843889
31223.099609	3.855903
31218.000000	3.881508
31228.300781	3.897284
41471.800781	3.918888
3930.600098	3.932920
42102.500000	3.935735
31329.300781	3.955283
3882.100098	3.963483
31334.300781	3.999131
3891.909912	4.001292
4847.310059	4.028939
31212.800781	4.029937
3940.129883	4.040070
41894.500000	4.065624
31233.400391	4.065839
3935.370117	4.078487
4722.919922	4.145855
3954.310059	4.160238
41940.199219	4.166849
31505.500000	4.178216
31500.699219	4.194097
4842.279785	4.237692
41898.699219	4.239733
31155.699219	4.253627
31238.500000	4.260137
32129.300781	4.261734
42098.699219	4.263531
3911.370117	4.272390
3977.659912	4.288173
